YEAR;MO;DY;HR;T2M;WS10M;WD10M;WS50M
2019;1;3;5;-5,6;11,66;22,61;14,92
2019;1;3;6;-6,12;12;23,85;15,23
2019;1;3;7;-6,5;12,18;24,76;15,38
2019;1;3;8;-6,26;12,62;26,03;15,59
2019;1;3;9;-5,65;12,97;27,21;15,91
2019;1;3;10;-5;12,64;27,61;15,37
2019;1;3;11;-4,43;11,59;27,9;14,1
2019;1;3;12;-4,09;10,8;26,57;13,17
2019;1;3;13;-4,2;10,1;24,11;12,34
2019;1;3;14;-4,66;9,37;22,03;11,54
2019;1;3;15;-5,37;8,28;20,95;10,48
2019;1;3;16;-6,45;7,46;20,35;10,07
2019;1;3;17;-6,83;7,47;21,15;10,18
2019;1;3;18;-6,98;7,25;21,09;9,96
2019;1;3;19;-7,21;6,71;21,58;9,48
2019;1;3;20;-7,7;5,81;21,19;8,68
2019;1;3;21;-8,19;4,77;20,93;7,72
2019;1;3;22;-8,67;3,78;19,07;6,77
2019;1;3;23;-8,99;3,28;15,63;6,11
2019;1;4;0;-9,15;3,14;13,52;5,85
2019;1;4;1;-9,07;3,24;12,09;6,11
2019;1;4;2;-9;3,46;11,21;6,51
2019;1;4;3;-8,73;4;12,76;7,42
2019;1;4;4;-8,36;4,82;18,32;8,16
2019;1;4;5;-8,3;5,42;22,09;8,57
2019;1;4;6;-8,39;5,69;24,91;8,75
2019;1;4;7;-8,24;6,02;27,83;8,84
2019;1;4;8;-7,25;6,96;30,25;8,94
2019;1;4;9;-6,27;8,08;31,23;9,99
2019;1;4;10;-5,47;8,68;32,39;10,55
2019;1;4;11;-5,02;8,46;32,87;10,19
2019;1;4;12;-4,67;8,14;32,5;9,69
2019;1;4;13;-4,71;7,95;31,08;9,47
2019;1;4;14;-5,06;7,66;29,83;9,21
2019;1;4;15;-5,81;6,8;28,33;8,44
2019;1;4;16;-6,9;5,88;27,52;8
2019;1;4;17;-7,37;6,01;28,27;8,22
2019;1;4;18;-7,63;5,96;29,29;8,2
2019;1;4;19;-7,88;5,77;30,87;8,06
2019;1;4;20;-8,18;5,43;32,66;7,8
2019;1;4;21;-8,49;5,02;34,73;7,48
2019;1;4;22;-8,76;4,52;36,57;7,16
2019;1;4;23;-9,02;4,09;36,21;6,83
2019;1;5;0;-8,89;3,93;35,52;6,55
2019;1;5;1;-9,1;3,75;33,69;6,4
2019;1;5;2;-9,18;3,67;31,05;6,18
2019;1;5;3;-9,27;3,44;30,58;5,64
2019;1;5;4;-9,96;3,14;29,69;5,33
2019;1;5;5;-10,39;2,98;28,85;4,94
2019;1;5;6;-10,25;2,96;29,74;4,68
2019;1;5;7;-9,28;3,5;29,54;4,3
2019;1;5;8;-8,1;3,63;28,83;3,77
2019;1;5;9;-6,46;3,48;28,75;3,64
2019;1;5;10;-4,81;3,11;25,73;3,32
2019;1;5;11;-3,06;2,93;14,85;3,29
2019;1;5;12;-1,69;2,66;0;3,12
2019;1;5;13;-0,67;2,58;340,36;3,06
2019;1;5;14;-0,35;2,51;321,2;3,01
2019;1;5;15;-0,8;1,5;298,04;2,49
2019;1;5;16;-1,95;1,52;284,25;2,58
2019;1;5;17;-2,27;1,49;282,43;2,59
2019;1;5;18;-2,56;1,42;280,81;2,48
2019;1;5;19;-2,82;1,28;287,77;2,07
2019;1;5;20;-3,45;1,21;318,67;1,74
2019;1;5;21;-4,58;1,73;349,35;2,62
2019;1;5;22;-5,2;2,2;0,41;3,48
2019;1;5;23;-5,2;2,57;1,57;4,14
2019;1;6;0;-5,21;3,03;1,03;5,12
2019;1;6;1;-5,11;3,35;0,8;5,78
2019;1;6;2;-5,1;3,47;2,19;6,02
2019;1;6;3;-5,32;3,47;5,03;6,08
2019;1;6;4;-5,6;3,43;7,21;6,08
2019;1;6;5;-5,89;3,3;6,81;5,86
2019;1;6;6;-6,1;3,27;5,63;5,86
2019;1;6;7;-5,95;3,16;5,25;5,64
2019;1;6;8;-3,39;2,69;5,84;4,79
2019;1;6;9;-1,02;3,46;6,48;4,16
2019;1;6;10;0,49;4,3;5,73;5,21
2019;1;6;11;1,51;5,5;1,22;6,75
2019;1;6;12;1,83;6,48;0,35;8,04
2019;1;6;13;1,32;6,89;2,34;8,56
2019;1;6;14;0,19;6,79;5,61;8,47
2019;1;6;15;-1,41;5,85;9,53;7,88
2019;1;6;16;-2,95;4,86;11,98;7,63
2019;1;6;17;-3,23;5,27;14,67;7,97
2019;1;6;18;-3,59;5,69;17,49;8,64
2019;1;6;19;-3,95;5,63;19,97;8,49
2019;1;6;20;-4,22;5,53;21,2;8,32
2019;1;6;21;-4,57;5,02;21,45;7,86
2019;1;6;22;-4,8;4,36;18,37;7,3
2019;1;6;23;-4,79;4,11;12,4;7,15
2019;1;7;0;-4,77;4,15;9,11;7,31
2019;1;7;1;-4,72;4,66;9,26;7,8
2019;1;7;2;-4,79;5,65;11,33;8,6
2019;1;7;3;-5,34;6,43;13,43;9,32
2019;1;7;4;-6,25;6,68;18,12;9,59
2019;1;7;5;-6,74;6,87;23,39;9,56
2019;1;7;6;-6,99;7,2;28,37;9,83
2019;1;7;7;-7,2;7,55;33,13;10,02
2019;1;7;8;-6,99;7,99;36,05;10,03
2019;1;7;9;-6,41;8,32;37,02;10,06
2019;1;7;10;-5,64;8,03;36,33;9,54
2019;1;7;11;-4,85;7,48;35,09;8,8
2019;1;7;12;-4,26;6,85;34,51;8,03
2019;1;7;13;-3,99;6,18;34,23;7,2
2019;1;7;14;-4,27;5,6;34,31;6,52
2019;1;7;15;-5,2;4,68;33,56;5,78
2019;1;7;16;-7,1;3,12;33,05;5,4
2019;1;7;17;-8,13;2,93;32,46;5,46
2019;1;7;18;-8,83;2,77;31,63;5,1
2019;1;7;19;-9,39;2,77;31,99;5,03
2019;1;7;20;-9,87;2,79;33,82;4,96
2019;1;7;21;-10,35;2,69;36,27;4,51
2019;1;7;22;-10,75;2,5;36,12;3,8
2019;1;7;23;-11,07;2,35;32,53;3,39
2019;1;8;0;-11,39;2,36;30,05;3,4
2019;1;8;1;-11,65;2,4;29,4;3,48
2019;1;8;2;-11,8;2,43;28,46;3,55
2019;1;8;3;-11,85;2,44;27,63;3,6
2019;1;8;4;-11,87;2,47;27,05;3,68
2019;1;8;5;-11,81;2,44;25,01;3,63
2019;1;8;6;-11,61;2,35;22,47;3,46
2019;1;8;7;-11,09;2,18;18,63;3,18
2019;1;8;8;-8,45;1,69;14,16;2,54
2019;1;8;9;-6,3;1,46;2,76;1,52
2019;1;8;10;-4,19;0,89;280,62;1,26
2019;1;8;11;-1,62;3,07;236,51;3,45
2019;1;8;12;-1,31;3,35;226,6;3,65
2019;1;8;13;-1,48;3,17;215,77;3,45
2019;1;8;14;-2,01;2,74;199,68;3,05
2019;1;8;15;-2,81;2,13;180,63;3
2019;1;8;16;-3,7;1,86;166,9;3,3
2019;1;8;17;-3,97;1,89;157,45;3,38
2019;1;8;18;-4,13;1,83;148,62;3,33
2019;1;8;19;-4,24;1,85;141,34;3,41
2019;1;8;20;-4,17;1,87;133,64;3,5
2019;1;8;21;-3,95;1,95;122,42;3,33
2019;1;8;22;-3,8;2,08;115,6;3,27
2019;1;8;23;-3,64;2,13;112,62;3,33
2019;1;9;0;-3,47;2,17;104,84;3,38
2019;1;9;1;-3,42;2,2;96,95;3,44
2019;1;9;2;-3,6;1,99;85,95;3,44
2019;1;9;3;-3,88;1,94;73,61;3,63
2019;1;9;4;-4,02;2,18;76,31;4,06
2019;1;9;5;-4,13;2,33;65,84;4,12
2019;1;9;6;-4,42;2,52;57;4,38
2019;1;9;7;-4,74;2,67;48,67;4,57
2019;1;9;8;-3,51;2,86;43,78;4,84
2019;1;9;9;-1,81;3,94;42,99;4,94
2019;1;9;10;-0,7;4,04;42,96;4,29
2019;1;9;11;0,29;3,63;37,12;3,79
2019;1;9;12;1,12;3,49;31,45;4,24
2019;1;9;13;1,47;3,48;28,98;4,41
2019;1;9;14;1,42;3,15;26,31;4,26
2019;1;9;15;0,15;2,34;23,57;4,22
2019;1;9;16;-2,54;2,88;21,63;4,62
2019;1;9;17;-3,65;3,13;22,15;5,08
2019;1;9;18;-3,93;3,29;25,47;5,54
2019;1;9;19;-4,13;3,43;24,93;5,98
2019;1;9;20;-4,42;3,59;23,21;6,33
2019;1;9;21;-4,77;3,73;22,43;6,57
2019;1;9;22;-4,98;4,05;22,7;7,19
2019;1;9;23;-4,93;4,52;22,48;7,62
2019;1;10;0;-5,26;4,41;22,93;7,31
2019;1;10;1;-5,42;4,84;24,54;7,79
2019;1;10;2;-5,14;5,68;24,63;8,37
2019;1;10;3;-5,1;5,97;25,49;8,52
2019;1;10;4;-5,31;5,67;27,87;8,09
2019;1;10;5;-5,38;5,53;29,83;7,99
2019;1;10;6;-5,1;5,88;31,3;8,07
2019;1;10;7;-4,78;6,15;32,86;8,02
2019;1;10;8;-4,01;6,84;33,93;8,07
2019;1;10;9;-3,18;7,64;33,58;8,45
2019;1;10;10;-2,24;9,04;33,44;10,37
2019;1;10;11;-1,24;9,52;35,11;11,07
2019;1;10;12;-0,81;9,26;35,31;10,85
2019;1;10;13;-1,1;9,27;31,56;10,98
2019;1;10;14;-1,86;9,39;27,87;11,29
2019;1;10;15;-2,88;8,59;26,98;10,75
2019;1;10;16;-3,77;7,94;28,93;10,32
2019;1;10;17;-4,23;7,86;29,34;10,22
2019;1;10;18;-4,52;7,55;29,38;9,71
2019;1;10;19;-4,7;7,34;31,2;9,46
2019;1;10;20;-4,85;7,07;33,37;9,03
2019;1;10;21;-4,93;6,76;34,88;8,67
2019;1;10;22;-5;6,44;34,87;8,32
2019;1;10;23;-5,06;6,01;35,16;7,97
2019;1;11;0;-5,09;5,53;35,46;7,58
2019;1;11;1;-5,09;4,93;35,71;7,05
2019;1;11;2;-5,12;4,42;35,15;6,75
2019;1;11;3;-5,11;4,25;34,6;6,77
2019;1;11;4;-5,02;4,41;34,03;6,9
2019;1;11;5;-4,99;4,59;34,04;7,18
2019;1;11;6;-5,06;5,11;34,15;7,51
2019;1;11;7;-5,21;5,36;35,87;7,59
2019;1;11;8;-4,54;6,11;37,21;7,47
2019;1;11;9;-3,66;7,02;37,32;8,26
2019;1;11;10;-2,7;7,24;37,55;8,33
2019;1;11;11;-1,9;6,82;37,83;7,76
2019;1;11;12;-1,43;6,24;38,03;7,04
2019;1;11;13;-1,41;5,72;38,06;6,45
2019;1;11;14;-1,86;5,15;37,6;5,99
2019;1;11;15;-3,23;3,88;37,4;5,32
2019;1;11;16;-6,19;2,99;38,22;5,24
2019;1;11;17;-7,7;3,09;39,56;5,37
2019;1;11;18;-8,41;3,19;40,72;5,54
2019;1;11;19;-8,87;3,3;42,12;5,71
2019;1;11;20;-9,27;3,3;42,22;5,71
2019;1;11;21;-9,6;3,4;41,56;5,85
2019;1;11;22;-9,92;3,47;40,62;5,96
2019;1;11;23;-10,13;3,53;39,43;6,09
2019;1;12;0;-10,28;3,54;39,35;6,14
2019;1;12;1;-10,43;3,54;40,16;6,2
2019;1;12;2;-10,69;3,43;39,74;5,89
2019;1;12;3;-11,17;3,36;38,58;5,66
2019;1;12;4;-11,57;3,43;40,29;5,74
2019;1;12;5;-11,88;3,45;42,43;5,74
2019;1;12;6;-12,13;3,56;37,87;5,84
2019;1;12;7;-11,86;3,86;33,37;6,03
2019;1;12;8;-9,37;4,59;33,2;5,6
2019;1;12;9;-6,43;4,7;33,27;4,69
2019;1;12;10;-3,74;4,75;32,57;5,13
2019;1;12;11;-1,95;5,13;29,06;5,66
2019;1;12;12;-1,05;5,12;23,28;5,71
2019;1;12;13;-0,63;5,36;20,55;6,12
2019;1;12;14;-0,81;5,03;21,02;5,97
2019;1;12;15;-2,2;3,32;20,95;5,2
2019;1;12;16;-5,37;2,71;19,69;4,48
2019;1;12;17;-6,47;2,71;16,92;4,1
2019;1;12;18;-6,95;2,76;15,45;4,16
2019;1;12;19;-7,25;2,78;16,3;4,16
2019;1;12;20;-7,23;2,64;17,58;3,91
2019;1;12;21;-7,07;2,48;19,35;3,69
2019;1;12;22;-7,21;2,48;21,63;3,71
2019;1;12;23;-7,67;2,6;23,18;3,84
2019;1;13;0;-7,74;2,7;19,06;4,01
2019;1;13;1;-7,71;2,72;19,32;3,97
2019;1;13;2;-7,78;2,6;29,34;3,66
2019;1;13;3;-7,75;2,43;41,48;3,33
2019;1;13;4;-7,7;2,24;43,03;3,02
2019;1;13;5;-7,51;2,01;35,17;2,68
2019;1;13;6;-6,95;1,77;29,84;2,38
2019;1;13;7;-6,25;1,57;27,33;2,11
2019;1;13;8;-5,1;1,3;31,49;1,84
2019;1;13;9;-3,3;1,12;40,77;1,58
2019;1;13;10;-2,37;1,04;43,17;1,23
2019;1;13;11;-1,9;0,99;40,21;1,05
2019;1;13;12;-1,57;1,03;38,86;1,07
2019;1;13;13;-1,15;1,13;16,81;1,22
2019;1;13;14;-0,53;1,3;351,33;1,54
2019;1;13;15;-0,82;1,08;335,28;1,7
2019;1;13;16;-2,06;1,11;329,11;1,52
2019;1;13;17;-2,72;0,79;323,81;1,04
2019;1;13;18;-3,08;0,63;321,56;0,81
2019;1;13;19;-3,31;0,35;299,43;0,45
2019;1;13;20;-3,73;0,49;235,3;0,65
2019;1;13;21;-4,31;0,87;218,1;1,14
2019;1;13;22;-4,25;0,89;201,61;1,22
2019;1;13;23;-4,35;1,28;175,82;1,77
2019;1;14;0;-4,57;1,75;166,27;2,47
2019;1;14;1;-4,51;1,94;171,9;2,9
2019;1;14;2;-3,96;1,88;168,97;2,82
2019;1;14;3;-3,37;1,85;167,08;2,97
2019;1;14;4;-2,74;1,8;170,99;2,69
2019;1;14;5;-2,06;1,68;167,12;2,33
2019;1;14;6;-1,61;1,4;155,29;2,13
2019;1;14;7;-1,4;1,41;143,58;2,11
2019;1;14;8;-1,2;1,48;126,63;2,19
2019;1;14;9;-0,82;1,37;105,23;2,09
2019;1;14;10;0,03;1,22;77,39;2,05
2019;1;14;11;1,32;1,81;51,84;2,24
2019;1;14;12;2,48;2,28;34,94;2,85
2019;1;14;13;3,14;2,72;25,17;3,44
2019;1;14;14;2,91;2,47;16,32;3,85
2019;1;14;15;1,4;2,59;15,21;4,68
2019;1;14;16;-0,65;2,88;20,3;4,63
2019;1;14;17;-1,71;2,96;24,13;4,94
2019;1;14;18;-2,85;2,98;25,09;4,73
2019;1;14;19;-3,89;2,98;25,49;4,49
2019;1;14;20;-4,55;2,87;26,01;4,09
2019;1;14;21;-5,02;2,8;29,21;3,88
2019;1;14;22;-5,34;2,75;31,66;3,76
2019;1;14;23;-5,83;3,03;16,15;4,37
2019;1;15;0;-4,86;2,91;14,78;4,45
2019;1;15;1;-4,34;3;20,56;4,84
2019;1;15;2;-4,03;3,58;22,03;6,34
2019;1;15;3;-4,39;4,9;24,81;8,58
2019;1;15;4;-6,13;4,26;23,79;7,71
2019;1;15;5;-7,7;4,46;22,66;7,99
2019;1;15;6;-8,52;4,95;23,65;8,3
2019;1;15;7;-9,02;5,19;24,29;8,16
2019;1;15;8;-7,35;5,69;23,22;7,46
2019;1;15;9;-5,45;6,29;20,66;7,43
2019;1;15;10;-3,92;6,53;18,48;7,63
2019;1;15;11;-2,47;6,11;12,93;7,26
2019;1;15;12;-1,52;5,9;4,93;7,27
2019;1;15;13;-1,04;6,06;359,11;7,76
2019;1;15;14;-0,99;5,73;358,44;7,66
2019;1;15;15;-2,12;4,34;0,83;7,1
2019;1;15;16;-5;3,1;4,33;5,93
2019;1;15;17;-6,24;2,56;3,33;3,94
2019;1;15;18;-6,22;1,97;355,9;2,7
2019;1;15;19;-6,45;1,78;349,38;2,39
2019;1;15;20;-6,79;1,65;342,94;2,21
2019;1;15;21;-6,99;1,5;335,98;2,01
2019;1;15;22;-7,34;1,66;330,66;2,23
2019;1;15;23;-7,62;1,81;326,1;2,44
2019;1;16;0;-7,77;1,81;320,42;2,45
2019;1;16;1;-7,75;1,75;314,82;2,36
2019;1;16;2;-7,7;1,69;314,63;2,27
2019;1;16;3;-7,64;1,62;318,32;2,18
2019;1;16;4;-7,27;1,26;323,56;1,69
2019;1;16;5;-6,77;0,76;333,17;0,99
2019;1;16;6;-6,32;0,23;303,69;0,42
2019;1;16;7;-5,81;0,61;233,86;1,25
2019;1;16;8;-3,93;1,25;231,34;2,06
2019;1;16;9;-1,21;1,58;220,39;2,3
2019;1;16;10;0,88;1,97;211,86;2,48
2019;1;16;11;2,63;2,77;224,2;3,56
2019;1;16;12;3,62;3,32;233,24;4,18
2019;1;16;13;3,82;3,31;233,46;4,19
2019;1;16;14;3,37;2,57;229,19;3,8
2019;1;16;15;1,83;2,18;227,04;3,76
2019;1;16;16;0,52;2,38;230,19;3,8
2019;1;16;17;0,15;2,39;235,12;3,81
2019;1;16;18;0,01;2,34;239,23;3,72
2019;1;16;19;-0,17;2,27;239,37;3,5
2019;1;16;20;-0,57;2,25;231,06;3,31
2019;1;16;21;-1,2;2,33;223,37;3,33
2019;1;16;22;-1,21;2,18;216,09;3,02
2019;1;16;23;-1,2;2,07;215,19;2,86
2019;1;17;0;-1,4;1,96;212,1;2,7
2019;1;17;1;-1,75;1,8;205,45;2,5
2019;1;17;2;-2,17;1,71;195,95;2,38
2019;1;17;3;-2,7;1,65;181,09;2,28
2019;1;17;4;-3,03;1,63;166,7;2,24
2019;1;17;5;-3,4;1,64;154,65;2,32
2019;1;17;6;-3,78;1,62;143,02;2,37
2019;1;17;7;-3,74;1,61;137,16;2,49
2019;1;17;8;-2,18;1,77;142,52;2,68
2019;1;17;9;-0,38;2,49;158,43;3,23
2019;1;17;10;1,1;2,9;175,21;4,03
2019;1;17;11;2,51;3,88;183,7;4,92
2019;1;17;12;3,33;4,45;190,22;5,7
2019;1;17;13;3,28;4,18;192,3;5,58
2019;1;17;14;2,97;3,6;191,26;5,51
2019;1;17;15;1,98;2,93;190,77;5,56
2019;1;17;16;0,7;2,88;189,36;5,57
2019;1;17;17;0,5;2,92;188;5,67
2019;1;17;18;0,56;2,9;185,73;5,61
2019;1;17;19;0,54;2,81;181,91;5,28
2019;1;17;20;0,24;2,89;180,62;5,34
2019;1;17;21;0,52;2,88;178,6;5,5
2019;1;17;22;0,88;2,96;175,76;5,77
2019;1;17;23;1,19;3,15;172,01;6,13
2019;1;18;0;1,39;3,38;170,02;6,54
2019;1;18;1;1,55;3,57;171,07;6,84
2019;1;18;2;1,75;3,72;175,31;7,17
2019;1;18;3;1,8;3,88;181,5;7,54
2019;1;18;4;1,91;3,91;185,73;7,63
2019;1;18;5;2,15;3,78;187,73;7,38
2019;1;18;6;2,32;3,72;187,6;7,14
2019;1;18;7;2,32;3,55;185,3;6,99
2019;1;18;8;2,78;3,73;184,68;7,27
2019;1;18;9;3,29;3,73;183,85;7,02
2019;1;18;10;3,73;3,86;186,97;7,15
2019;1;18;11;4,19;4;193,22;6,91
2019;1;18;12;3,79;3,26;196,83;6,07
2019;1;18;13;3,55;2,81;197,13;5,32
2019;1;18;14;3,15;2,56;193,06;4,54
2019;1;18;15;2,58;2,42;184,44;3,87
2019;1;18;16;2,45;1,96;168,96;2,94
2019;1;18;17;2,79;1,55;136,02;2,15
2019;1;18;18;2,26;1,97;85,46;2,73
2019;1;18;19;1,43;2,58;70,58;4,13
2019;1;18;20;1,12;2,81;66,36;4,87
2019;1;18;21;0,87;3,05;66,65;5,22
2019;1;18;22;0,68;3,11;66,33;5,17
2019;1;18;23;0,42;3,44;66,99;4,99
2019;1;19;0;0,12;3,56;68,78;4,8
2019;1;19;1;0,04;3,4;66,61;4,63
2019;1;19;2;-0,02;3,1;69;4,29
2019;1;19;3;0,01;2,54;76,69;3,91
2019;1;19;4;0,15;2,15;85,84;3,8
2019;1;19;5;0,3;2,13;89,79;3,57
2019;1;19;6;0,65;2,07;106,24;3,25
2019;1;19;7;1,23;2,08;124,29;3,25
2019;1;19;8;2,19;1,93;121,76;3
2019;1;19;9;3,14;1,76;117,25;2,98
2019;1;19;10;3,58;1,91;114,15;2,66
2019;1;19;11;3,58;1,82;112,94;2,42
2019;1;19;12;3,29;1,81;114,24;2,43
2019;1;19;13;2,85;1,49;113,87;2,47
2019;1;19;14;2,24;1,59;112,79;2,55
2019;1;19;15;1,62;1,73;113,91;2,74
2019;1;19;16;1,22;1,85;112,56;2,93
2019;1;19;17;1,15;1,94;114,81;3,09
2019;1;19;18;1,14;1,92;117,61;3,04
2019;1;19;19;1,08;1,96;121,47;3,16
2019;1;19;20;1,03;2,01;126,16;3,27
2019;1;19;21;1,05;2,01;128,83;3,26
2019;1;19;22;1,09;1,96;133,87;3,14
2019;1;19;23;1,13;1,94;144,65;3,19
2019;1;20;0;1,13;2,08;164,97;3,53
2019;1;20;1;1,32;1,99;179,55;3,2
2019;1;20;2;1,47;1,98;193,21;3,22
2019;1;20;3;1,58;1,9;201,71;3,03
2019;1;20;4;1,55;1,85;209,38;2,91
2019;1;20;5;1,32;1,78;209,15;2,71
2019;1;20;6;0,99;1,73;202,04;2,55
2019;1;20;7;1,19;1,54;193,19;2,3
2019;1;20;8;2,13;1,39;184,84;2,2
2019;1;20;9;2,68;1,65;182,17;2,36
2019;1;20;10;2,98;2,01;185,8;2,48
2019;1;20;11;3,37;1,84;198,28;2,22
2019;1;20;12;4,04;1,53;220,03;1,78
2019;1;20;13;4,39;1,17;233,97;1,34
2019;1;20;14;4,23;0,63;237,09;0,74
2019;1;20;15;3,47;0,17;127,41;0,18
2019;1;20;16;2,05;0,79;90;1,02
2019;1;20;17;1,08;1,31;91,36;1,74
2019;1;20;18;0,36;1,57;92,85;2,12
2019;1;20;19;-0,12;1,68;92,66;2,29
2019;1;20;20;-0,31;1,71;88,95;2,37
2019;1;20;21;-0,44;1,74;79,4;2,45
2019;1;20;22;-0,58;1,79;68,48;2,56
2019;1;20;23;-0,76;1,86;60,52;2,71
2019;1;21;0;-0,87;1,93;54,25;2,87
2019;1;21;1;-0,92;2,02;49,71;3,14
2019;1;21;2;-0,93;2,09;47,73;3,5
2019;1;21;3;-1,01;2,15;47,5;3,88
2019;1;21;4;-1,08;2,3;48,58;4,2
2019;1;21;5;-1,16;2,53;50,65;4,51
2019;1;21;6;-1,2;2,81;53,83;4,84
2019;1;21;7;-0,95;3,24;61,76;5,18
2019;1;21;8;-0,04;3,97;66,71;4,88
2019;1;21;9;0,64;3,96;72,53;4,37
2019;1;21;10;1,38;3,57;75,69;4,07
2019;1;21;11;1,45;3,49;78,24;4,02
2019;1;21;12;1,09;3,31;83,23;3,83
2019;1;21;13;0,98;3,12;90,57;3,74
2019;1;21;14;0,96;2,68;95,19;3,6
2019;1;21;15;0,65;1,94;91,39;3,38
2019;1;21;16;0,19;1,9;96,83;3,58
2019;1;21;17;-0,03;1,78;87,74;3,35
2019;1;21;18;-0,2;1,95;77,97;3,63
2019;1;21;19;-0,24;1,97;77,18;3,64
2019;1;21;20;-0,23;2,08;72,52;3,8
2019;1;21;21;-0,2;2,26;69,81;3,91
2019;1;21;22;-0,1;2,25;71,38;3,8
2019;1;21;23;-0,02;2,15;76,12;3,68
2019;1;22;0;0,1;2,06;96,53;3,73
2019;1;22;1;0,42;2,02;117,66;3,84
2019;1;22;2;0,65;2;113,46;3,49
2019;1;22;3;0,85;2,07;117,44;3,62
2019;1;22;4;0,95;2,06;117,34;3,51
2019;1;22;5;0,8;1,96;106,7;3,46
2019;1;22;6;0,45;2,15;87,09;3,81
2019;1;22;7;0,36;2,72;72,09;4,22
2019;1;22;8;0,56;3,4;64,43;4,39
2019;1;22;9;0,74;3,5;62,92;4,33
2019;1;22;10;0,93;3,42;64,26;4,21
2019;1;22;11;1,01;3,43;76,98;4,31
2019;1;22;12;0,97;3,51;83,73;4,38
2019;1;22;13;0,9;3,44;87,01;4,39
2019;1;22;14;0,73;3,19;89,16;4,16
2019;1;22;15;0,48;2,78;83,39;3,81
2019;1;22;16;0,28;2,89;76,08;4,03
2019;1;22;17;0,27;2,9;80,23;4,22
2019;1;22;18;0,29;3,02;85,7;4,45
2019;1;22;19;0,29;2,81;85,54;4,16
2019;1;22;20;0,16;2,31;84,96;3,75
2019;1;22;21;0,15;1,77;104,34;3,17
2019;1;22;22;0,5;2,24;158,27;4,48
2019;1;22;23;1,14;3,16;184,25;6,04
2019;1;23;0;1,5;3,99;195,34;7,3
2019;1;23;1;1,34;3,97;196,58;7,16
2019;1;23;2;1,19;3,91;194,95;6,94
2019;1;23;3;1,05;3,64;194,93;6,37
2019;1;23;4;0,9;2,96;192,64;5,3
2019;1;23;5;0,73;2,56;189,15;4,76
2019;1;23;6;0,59;2,36;184,94;4,42
2019;1;23;7;0,4;2,24;178,4;4,17
2019;1;23;8;0,67;2,67;170,73;4
2019;1;23;9;0,86;2,81;166;3,83
2019;1;23;10;1,12;2,86;171,05;3,89
2019;1;23;11;1,49;3,21;176,65;4,5
2019;1;23;12;1,6;2,98;175,34;3,99
2019;1;23;13;1,78;2,71;171,54;3,63
2019;1;23;14;1,82;2,28;172,51;3,73
