YEAR;MO;DY;HR;T2M;WS10M;WD10M;WS50M
2019;1;10;19;-5,97;5,92;29,51;7,85
2019;1;10;20;-6,14;5,63;31,73;7,49
2019;1;10;21;-6,3;5,3;31,86;7,11
2019;1;10;22;-6,46;4,93;30,87;6,78
2019;1;10;23;-6,62;4,47;31,19;6,35
2019;1;11;0;-6,71;4,06;31,55;5,9
2019;1;11;1;-6,79;3,79;30,58;5,73
2019;1;11;2;-6,88;3,52;30,09;5,41
2019;1;11;3;-6,97;3,43;30,36;5,45
2019;1;11;4;-6,9;3,67;31,76;5,83
2019;1;11;5;-7,22;3,53;32,99;5,88
2019;1;11;6;-7,14;4,08;33,36;6,5
2019;1;11;7;-7,19;4,18;33,96;6,36
2019;1;11;8;-6,48;4,45;35,36;5,97
2019;1;11;9;-5,31;5,43;34,26;6,69
2019;1;11;10;-4,42;5,74;34,08;6,87
2019;1;11;11;-3,78;5,46;34,28;6,43
2019;1;11;12;-3,44;5,02;34,28;5,89
2019;1;11;13;-3,42;4,59;34,18;5,42
2019;1;11;14;-3,81;4,06;33,93;4,99
2019;1;11;15;-5,02;3,04;33,77;4,44
2019;1;11;16;-7,7;2,5;34,43;4,54
2019;1;11;17;-9,37;2,7;34,88;4,68
2019;1;11;18;-9,95;2,75;37,49;4,66
2019;1;11;19;-10,45;2,87;39,59;4,95
2019;1;11;20;-10,95;2,99;40,55;5,01
2019;1;11;21;-11,49;3,18;40,92;5,23
2019;1;11;22;-11,89;3,35;40,83;5,42
2019;1;11;23;-12,04;3,45;40,69;5,63
2019;1;12;0;-12,14;3,47;40,89;5,7
2019;1;12;1;-12,27;3,49;42,19;5,7
2019;1;12;2;-12,47;3,43;43,25;5,63
2019;1;12;3;-13,1;3,38;41,44;5,33
2019;1;12;4;-13,51;3,57;42,6;5,2
2019;1;12;5;-13,71;3,54;47,41;5,02
2019;1;12;6;-14,24;3,61;46,23;5,05
2019;1;12;7;-14,78;3,87;41,15;5,31
2019;1;12;8;-13,17;4,06;39,14;5,24
2019;1;12;9;-9,56;4,11;38,29;4,84
2019;1;12;10;-6,7;4,26;34,39;4,65
2019;1;12;11;-4,33;4,62;31,59;5,31
2019;1;12;12;-3,24;4,72;26,31;5,48
2019;1;12;13;-2,76;4,78;21,78;5,63
2019;1;12;14;-2,81;4,5;20,2;5,52
2019;1;12;15;-3,74;3,41;18,85;5,02
2019;1;12;16;-6,33;2,63;20,54;4,87
2019;1;12;17;-8,13;2,7;21,59;4,63
2019;1;12;18;-8,92;2,77;22,07;4,61
2019;1;12;19;-9,24;2,72;23,18;4,57
2019;1;12;20;-9,35;2,6;25,03;4,29
2019;1;12;21;-9,13;2,46;26,57;3,98
2019;1;12;22;-8,71;2,41;28,48;3,76
2019;1;12;23;-8,58;2,38;29,67;3,67
2019;1;13;0;-8,51;2,38;25,05;3,61
2019;1;13;1;-8,32;2,39;22,11;3,61
2019;1;13;2;-8,12;2,26;30,28;3,26
2019;1;13;3;-7,93;2,03;49,37;2,83
2019;1;13;4;-8,02;1,9;65,01;2,63
2019;1;13;5;-8,17;1,64;69,32;2,24
2019;1;13;6;-8,08;1,28;76,98;1,77
2019;1;13;7;-7,57;0,91;89,02;1,29
2019;1;13;8;-6,16;0,65;106,9;0,96
2019;1;13;9;-4,14;0,54;120,26;0,8
2019;1;13;10;-2,69;0,54;147,91;0,59
2019;1;13;11;-1,99;0,42;186,34;0,47
2019;1;13;12;-1,56;0,36;195,26;0,39
2019;1;13;13;-1,17;0,08;221,19;0,12
2019;1;13;14;-0,9;0,28;319,57;0,36
2019;1;13;15;-1,2;0,36;320,36;0,79
2019;1;13;16;-2,47;0,57;288,43;0,87
2019;1;13;17;-3,58;0,63;249,53;0,84
2019;1;13;18;-4,66;0,82;218,4;1,03
2019;1;13;19;-5,74;1,19;202,71;1,53
2019;1;13;20;-6,81;1,6;197,37;2,11
2019;1;13;21;-7,56;1,89;194,61;2,78
2019;1;13;22;-6,99;1,94;196,1;3,14
2019;1;13;23;-6,04;2,21;199,59;3,44
2019;1;14;0;-5,49;2,39;195,53;3,48
2019;1;14;1;-5,21;2,52;196,19;3,77
2019;1;14;2;-4,76;2,46;198,55;3,77
2019;1;14;3;-4,13;2,45;192,53;3,91
2019;1;14;4;-3,46;2,3;196,4;3,73
2019;1;14;5;-2,83;2,23;199,2;3,38
2019;1;14;6;-2,51;1,83;194,57;3,02
2019;1;14;7;-2,39;1,45;187,74;2,57
2019;1;14;8;-2,1;1,2;182,23;2,06
2019;1;14;9;-1,42;0,83;167,01;1,41
2019;1;14;10;-0,6;0,34;155,77;0,61
2019;1;14;11;0,07;0,62;34,29;0,91
2019;1;14;12;0,82;1,49;21,19;2,03
2019;1;14;13;1,22;2,09;19,65;2,98
2019;1;14;14;1,26;2,21;16,25;3,65
2019;1;14;15;0,56;2,76;13,92;4,57
2019;1;14;16;-0,74;3,27;14,4;5,02
2019;1;14;17;-1,95;3,23;17,87;5,97
2019;1;14;18;-3,72;3;21,69;5,77
2019;1;14;19;-5,65;3,14;22,67;5,57
2019;1;14;20;-7,01;3,08;24,23;5,03
2019;1;14;21;-7,75;3,11;26,11;4,65
2019;1;14;22;-7,95;2,95;29,35;4,22
2019;1;14;23;-8,67;3;21,55;4,3
2019;1;15;0;-8,73;3,05;9,9;4,74
2019;1;15;1;-7,68;3,05;13,5;5,55
2019;1;15;2;-5,6;3,8;17,24;6,9
2019;1;15;3;-5,36;4,53;19,56;7,71
2019;1;15;4;-7,13;4,16;19,42;7,34
2019;1;15;5;-8,93;4,43;18,5;7,83
2019;1;15;6;-9,64;4,81;19,76;8,05
2019;1;15;7;-10,17;4,78;22,29;7,66
2019;1;15;8;-9,13;5,13;24,46;7,23
2019;1;15;9;-7,58;5,87;22,3;7,27
2019;1;15;10;-6,32;5,89;18,89;7,21
2019;1;15;11;-5,11;5,6;13,07;6,96
2019;1;15;12;-4,18;5,38;6,08;6,9
2019;1;15;13;-3,64;5,32;1,09;7,1
2019;1;15;14;-3,48;5,31;358,82;7,49
2019;1;15;15;-4,24;4,63;358,94;7,44
2019;1;15;16;-6,17;3,56;1,38;6,61
2019;1;15;17;-7,7;2,85;2,2;5,24
2019;1;15;18;-8,9;2,35;357,53;3,81
2019;1;15;19;-9,17;1,91;346,25;2,59
2019;1;15;20;-9,38;1,34;332,99;1,78
2019;1;15;21;-9,67;0,98;319,84;1,3
2019;1;15;22;-9,73;0,93;307,83;1,23
2019;1;15;23;-9,97;1,02;289,68;1,35
2019;1;16;0;-10,21;1,29;269,31;1,71
2019;1;16;1;-10,42;1,58;255,41;2,07
2019;1;16;2;-10,74;1,77;251,16;2,33
2019;1;16;3;-10,78;1,77;249,89;2,36
2019;1;16;4;-10,68;1,61;238,32;2,16
2019;1;16;5;-10,67;1,49;222,03;2,01
2019;1;16;6;-10,56;1,53;210,76;2,05
2019;1;16;7;-10,45;1,67;205,84;2,28
2019;1;16;8;-8,45;1,56;203,99;2,24
2019;1;16;9;-4,57;1,61;204,7;2,26
2019;1;16;10;-2,07;2,09;215,89;2,3
2019;1;16;11;-0,45;2,48;223,98;3,1
2019;1;16;12;0,51;2,9;229,92;3,71
2019;1;16;13;0,97;2,98;230;3,86
2019;1;16;14;0,98;2,68;225,59;3,74
2019;1;16;15;0,3;2,53;222,12;3,88
2019;1;16;16;-0,8;2,38;220,74;4,06
2019;1;16;17;-1,38;2,38;223,4;4,14
2019;1;16;18;-1,69;2,34;226,22;4,16
2019;1;16;19;-1,74;2,47;229,75;4,29
2019;1;16;20;-1,68;2,54;228,37;4,14
2019;1;16;21;-1,91;2,52;222,11;3,94
2019;1;16;22;-2,31;2,54;216,87;3,86
2019;1;16;23;-2,61;2,51;209,68;3,73
2019;1;17;0;-2,74;2,37;206,9;3,55
2019;1;17;1;-2,66;2,23;203,33;3,49
2019;1;17;2;-2,77;2,08;199,32;3,31
2019;1;17;3;-3,13;1,89;193,63;3,05
2019;1;17;4;-3,56;1,87;189,38;3,01
2019;1;17;5;-3,98;1,88;184,29;3,01
2019;1;17;6;-4,3;1,92;180,7;3,01
2019;1;17;7;-4,16;1,95;180,69;3,09
2019;1;17;8;-2,57;2,25;177,81;3,03
2019;1;17;9;-0,93;2,75;184,56;3,22
2019;1;17;10;0,33;2,99;196,4;3,87
2019;1;17;11;1,12;3,24;203,42;4,33
2019;1;17;12;1,44;3,4;207,62;4,8
2019;1;17;13;1,52;3,33;209,33;4,86
2019;1;17;14;1,4;3,03;208,61;4,81
2019;1;17;15;0,94;2,83;207,06;4,92
2019;1;17;16;0,37;3,1;205,53;5,23
2019;1;17;17;0,25;3,3;203,71;5,54
2019;1;17;18;0,11;3,28;202,28;5,67
2019;1;17;19;-0,07;3,13;200,74;5,42
2019;1;17;20;0,06;3,22;199,89;5,58
2019;1;17;21;0,4;3,29;198,26;5,62
2019;1;17;22;0,58;3,27;195,4;5,57
2019;1;17;23;0,58;3,31;192,66;5,65
2019;1;18;0;0,55;3,35;190,08;5,77
2019;1;18;1;0,63;3,43;188,9;5,99
2019;1;18;2;0,8;3,74;190,6;6,65
2019;1;18;3;0,94;4,11;194,75;7,34
2019;1;18;4;0,98;4,02;196,01;7,12
2019;1;18;5;1,06;3,8;194,78;6,83
2019;1;18;6;1,15;3,77;194,53;6,83
2019;1;18;7;1,23;3,73;194,56;6,78
2019;1;18;8;1,54;3,69;194,45;6,71
2019;1;18;9;1,73;3,42;192,67;6,25
2019;1;18;10;1,99;3,37;192,46;6,27
2019;1;18;11;2,41;3,48;194,32;6,16
2019;1;18;12;2,4;3,26;198,43;6,1
2019;1;18;13;2,52;3,14;200,37;5,69
2019;1;18;14;2,03;2,48;198,95;4,82
2019;1;18;15;1,53;2,19;197,01;4,06
2019;1;18;16;1,61;1,54;191,71;2,48
2019;1;18;17;1,16;0,73;147,67;1
2019;1;18;18;0,96;1,15;81,05;1,57
2019;1;18;19;0,48;1,96;68,75;2,6
2019;1;18;20;-0,04;2,43;68,54;3,38
2019;1;18;21;-0,35;2,68;71,67;3,96
2019;1;18;22;-0,6;2,77;73,3;4,19
2019;1;18;23;-0,75;2,83;77,88;4,34
2019;1;19;0;-0,87;2,84;84,01;4,38
2019;1;19;1;-0,88;2,82;86,98;4,31
2019;1;19;2;-0,83;2,75;92,61;4,14
2019;1;19;3;-0,68;2,63;99,94;3,9
2019;1;19;4;-0,45;2,46;108,9;3,7
2019;1;19;5;-0,38;2,31;114,4;3,5
2019;1;19;6;-0,29;2,18;115,46;3,23
2019;1;19;7;-0,06;2,03;114,79;2,99
2019;1;19;8;0,57;1,92;107,99;2,71
2019;1;19;9;1,24;1,72;101,51;2,48
2019;1;19;10;1,87;1,79;102,88;2,26
2019;1;19;11;1,98;1,67;106,83;2,11
2019;1;19;12;1,82;1,68;107,59;2,16
2019;1;19;13;1,59;1,52;108,62;2,25
2019;1;19;14;1,24;1,58;114,16;2,4
2019;1;19;15;0,85;1,68;117,76;2,47
2019;1;19;16;0,5;1,76;117,13;2,68
2019;1;19;17;0,39;1,84;114,83;2,8
2019;1;19;18;0,37;1,84;114,61;2,81
2019;1;19;19;0,36;1,84;120,05;2,8
2019;1;19;20;0,36;1,79;126,47;2,75
2019;1;19;21;0,43;1,72;131,5;2,7
2019;1;19;22;0,52;1,66;137,09;2,73
2019;1;19;23;0,58;1,71;146,16;2,9
2019;1;20;0;0,65;1,72;155,64;3,01
2019;1;20;1;0,76;1,69;162,49;2,92
2019;1;20;2;0,86;1,7;174,47;3,02
2019;1;20;3;0,95;1,71;190,8;3,15
2019;1;20;4;0,92;1,79;204,22;3,35
2019;1;20;5;0,77;1,79;208,69;3,35
2019;1;20;6;0,73;1,77;208,71;3,27
2019;1;20;7;0,76;1,61;205,32;2,91
2019;1;20;8;1,2;1,52;202,08;2,67
2019;1;20;9;1,51;1,93;200,34;2,72
2019;1;20;10;1,78;2,38;204,88;3,09
2019;1;20;11;2,15;2,27;211,5;3,08
2019;1;20;12;2,42;1,99;218,94;2,87
2019;1;20;13;2,49;1,63;224,81;2,46
2019;1;20;14;2,28;1,11;226,72;1,7
2019;1;20;15;1,69;0,43;213,98;0,67
2019;1;20;16;1,05;0,33;108;0,42
2019;1;20;17;0,47;0,82;88,91;1,09
2019;1;20;18;-0,06;1,19;93,01;1,56
2019;1;20;19;-0,64;1,34;98,75;1,81
2019;1;20;20;-1,24;1,41;97,32;1,92
2019;1;20;21;-1,74;1,48;90,3;2,03
2019;1;20;22;-2,02;1,56;81,67;2,19
2019;1;20;23;-2,32;1,68;74,09;2,44
2019;1;21;0;-2,67;1,83;70,02;2,68
2019;1;21;1;-2,91;1,91;66,89;2,87
2019;1;21;2;-3,02;1,91;64,8;3,08
2019;1;21;3;-3,02;1,96;63,43;3,38
2019;1;21;4;-2,96;2,01;62,94;3,68
2019;1;21;5;-3;2,14;63,81;3,93
2019;1;21;6;-3,04;2,29;65,62;4,2
2019;1;21;7;-2,86;2,56;68,3;4,35
2019;1;21;8;-1,92;3,24;74,89;4,31
2019;1;21;9;-0,95;3,29;80,29;3,85
2019;1;21;10;-0,05;3,08;81,54;3,59
2019;1;21;11;0,62;3,05;84,55;3,6
2019;1;21;12;0,82;2,91;89,08;3,59
2019;1;21;13;0,85;2,67;95,38;3,58
2019;1;21;14;0,71;2,35;97,27;3,43
2019;1;21;15;0,3;2,24;92,39;3,31
2019;1;21;16;-0,28;2,3;93,31;3,53
2019;1;21;17;-0,52;2,34;88,08;3,59
2019;1;21;18;-0,63;2,4;88,51;3,67
2019;1;21;19;-0,7;2,34;92,11;3,67
2019;1;21;20;-0,81;2,09;90,21;3,41
2019;1;21;21;-0,82;2,02;91,33;3,42
2019;1;21;22;-0,78;1,83;98,34;3,22
2019;1;21;23;-0,7;1,73;108,68;3,13
2019;1;22;0;-0,49;1,92;133,84;3,67
2019;1;22;1;-0,2;1,94;149,19;3,52
2019;1;22;2;0,01;1,83;148,28;3,2
2019;1;22;3;0,13;1,76;144,76;3,04
2019;1;22;4;0,16;1,71;137,41;2,93
2019;1;22;5;-0,01;1,63;121,1;2,83
2019;1;22;6;-0,24;1,69;101,98;3
2019;1;22;7;-0,28;1,88;89,52;3,28
2019;1;22;8;0,37;2,21;82,07;3,48
2019;1;22;9;0,83;2,52;77,47;3,41
2019;1;22;10;0,91;2,77;81,89;3,89
2019;1;22;11;0,78;2,93;97,5;4,16
2019;1;22;12;0,57;2,81;101,56;3,89
2019;1;22;13;0,53;2,61;101,75;3,66
2019;1;22;14;0,41;2,33;94,81;3,33
2019;1;22;15;0,29;2,2;94,27;3,28
2019;1;22;16;0,13;2,07;93,04;3,26
2019;1;22;17;0,01;2,08;96,03;3,34
2019;1;22;18;-0,03;2,19;100,47;3,47
2019;1;22;19;-0,17;2,38;96,96;3,6
2019;1;22;20;-0,21;2,5;96,99;3,83
2019;1;22;21;-0,26;2,23;112,88;3,44
2019;1;22;22;-0,02;2,56;164,78;4,44
2019;1;22;23;0,6;3,56;193,58;6,07
2019;1;23;0;0,88;4,12;201,8;7,11
2019;1;23;1;0,8;4,66;202,66;7,48
2019;1;23;2;0,72;4,77;199,21;7,53
2019;1;23;3;0,62;4,79;197,76;7,35
2019;1;23;4;0,51;4,25;196,9;6,62
2019;1;23;5;0,41;3,79;195,56;6,11
2019;1;23;6;0,3;3,38;193,65;5,55
2019;1;23;7;0,26;3,13;191,81;5,15
2019;1;23;8;0,49;2,98;188,28;4,65
2019;1;23;9;0,62;2,91;186,32;4,27
2019;1;23;10;0,78;2,87;188,62;4,27
2019;1;23;11;0,97;3,07;191,45;4,74
2019;1;23;12;1;2,76;191,25;4,16
